"Fecha","Tipo de d√≥lar","Precio de venta","Precio de compra"
"10/05/12","Casas de cambio","4.470",""
"10/05/12","Informal","5.100",""
"11/05/12","Casas de cambio","4.470",""
"11/05/12","Informal","5.180",""
"14/05/12","Casas de cambio","4.470",""
"14/05/12","Informal","5.228",""
"15/05/12","Casas de cambio","4.448",""
"15/05/12","Informal","5.550",""
"16/05/12","Casas de cambio","4.475",""
"16/05/12","Informal","5.490",""
"17/05/12","Casas de cambio","4.475",""
"17/05/12","Informal","5.590",""
"18/05/12","Casas de cambio","4.475",""
"18/05/12","Informal","5.630",""
"21/05/12","Casas de cambio","4.480",""
"21/05/12","Informal","5.720",""
"22/05/12","Casas de cambio","4.485",""
"22/05/12","Informal","5.940",""
"23/05/12","Casas de cambio","4.490",""
"23/05/12","Informal","6.150",""
"24/05/12","Casas de cambio","4.490",""
"24/05/12","Informal","5.930",""
"28/05/12","Casas de cambio","4.495",""
"28/05/12","Informal","5.890",""
"29/05/12","Casas de cambio","4.495",""
"29/05/12","Informal","5.910",""
"30/05/12","Casas de cambio","4.495",""
"30/05/12","Informal","5.900",""
"31/05/12","Casas de cambio","4.495",""
"31/05/12","Informal","5.920",""
"01/06/12","Casas de cambio","4.495",""
"01/06/12","Informal","5.950",""
"04/06/12","Casas de cambio","4.495",""
"04/06/12","Informal","5.950",""
"05/06/12","Casas de cambio","4.500",""
"05/06/12","Informal","5.950",""
"06/06/12","Casas de cambio","4.510",""
"06/06/12","Informal","5.950",""
"07/06/12","Casas de cambio","4.515",""
"07/06/12","Informal","5.950",""
"08/06/12","Casas de cambio","4.515",""
"08/06/12","Informal","5.950",""
"11/06/12","Casas de cambio","4.515",""
"11/06/12","Informal","5.950",""
"12/06/12","Casas de cambio","4.515",""
"12/06/12","Informal","5.920",""
"13/06/12","Casas de cambio","4.515",""
"13/06/12","Informal","5.920",""
"14/06/12","Casas de cambio","4.515",""
"14/06/12","Informal","5.930",""
"15/06/12","Casas de cambio","4.515",""
"15/06/12","Informal","5.930",""
"18/06/12","Casas de cambio","4.515",""
"18/06/12","Informal","5.920",""
"19/06/12","Casas de cambio","4.515",""
"19/06/12","Informal","5.940",""
"21/06/12","Casas de cambio","4.525",""
"21/06/12","Informal","5.980",""
"22/06/12","Casas de cambio","4.525",""
"22/06/12","Informal","5.980",""
"25/06/12","Casas de cambio","4.530",""
"25/06/12","Informal","5.980",""
"26/06/12","Casas de cambio","4.530",""
"26/06/12","Informal","5.940",""
"27/06/12","Casas de cambio","4.530",""
"27/06/12","Informal","5.950",""
"28/06/12","Casas de cambio","4.540",""
"28/06/12","Informal","5.980",""
"29/06/12","Casas de cambio","4.545",""
"29/06/12","Informal","5.950",""
"02/07/12","Casas de cambio","4.550",""
"02/07/12","Informal","5.960",""
"03/07/12","Casas de cambio","4.550",""
"03/07/12","Informal","5.960",""
"04/07/12","Casas de cambio","4.560",""
"04/07/12","Informal","5.960",""
"05/07/12","Casas de cambio","4.570",""
"05/07/12","Informal","5.970",""
"11/07/12","Casas de cambio","4.575",""
"11/07/12","Informal","6.000",""
"12/07/12","Casas de cambio","4.580",""
"12/07/12","Informal","6.100",""
"13/07/12","Casas de cambio","4.580",""
"13/07/12","Informal","6.170",""
"16/07/12","Casas de cambio","4.585",""
"16/07/12","Informal","6.310",""
"17/07/12","Casas de cambio","4.585",""
"17/07/12","Informal","6.550",""
"18/07/12","Casas de cambio","4.590",""
"18/07/12","Informal","6.800",""
"19/07/12","Casas de cambio","4.580",""
"19/07/12","Informal","6.800",""
"20/07/12","Casas de cambio","4.585",""
"20/07/12","Informal","6.450",""
"23/07/12","Casas de cambio","4.585",""
"23/07/12","Informal","6.420",""
"24/07/12","Casas de cambio","4.590",""
"24/07/12","Informal","6.430",""
"25/07/12","Casas de cambio","4.595",""
"25/07/12","Informal","6.450",""
"26/07/12","Casas de cambio","4.595",""
"26/07/12","Informal","6.420",""
"27/07/12","Casas de cambio","4.595",""
"27/07/12","Informal","6.450",""
"30/07/12","Casas de cambio","4.600",""
"30/07/12","Informal","6.370",""
"31/07/12","Casas de cambio","4.600",""
"31/07/12","Informal","6.320",""
"01/08/12","Casas de cambio","4.600",""
"01/08/12","Informal","6.270",""
"02/08/12","Casas de cambio","4.605",""
"02/08/12","Informal","6.210",""
"03/08/12","Casas de cambio","4.605",""
"03/08/12","Informal","6.200",""
"06/08/12","Casas de cambio","4.610",""
"06/08/12","Informal","6.210",""
"07/08/12","Casas de cambio","4.615",""
"07/08/12","Informal","6.260",""
"08/08/12","Casas de cambio","4.615",""
"08/08/12","Informal","6.260",""
"09/08/12","Casas de cambio","4.615",""
"09/08/12","Informal","6.260",""
"10/08/12","Casas de cambio","4.620",""
"10/08/12","Informal","6.270",""
"13/08/12","Casas de cambio","4.625",""
"13/08/12","Informal","6.280",""
"14/08/12","Casas de cambio","4.630",""
"14/08/12","Informal","6.300",""
"15/08/12","Casas de cambio","4.630",""
"15/08/12","Informal","6.320",""
"16/08/12","Casas de cambio","4.630",""
"16/08/12","Informal","6.330",""
"17/08/12","Casas de cambio","4.635",""
"17/08/12","Informal","6.330",""
"21/08/12","Casas de cambio","4.635",""
"21/08/12","Informal","6.350",""
"22/08/12","Casas de cambio","4.640",""
"22/08/12","Informal","6.400",""
"23/08/12","Casas de cambio","4.640",""
"23/08/12","Informal","6.420",""
"24/08/12","Casas de cambio","4.640",""
"24/08/12","Informal","6.410",""
"27/08/12","Casas de cambio","4.640",""
"27/08/12","Informal","6.380",""
"28/08/12","Casas de cambio","4.650",""
"28/08/12","Informal","6.380",""
"29/08/12","Informal","6.370",""
"29/08/12","Casas de cambio","4.650",""
"30/08/12","Informal","6.370",""
"30/08/12","Casas de cambio","4.650",""
"31/08/12","Informal","6.370",""
"31/08/12","Casas de cambio","4.655",""
"03/09/12","Informal","6.340",""
"03/09/12","Casas de cambio","4.655",""
"04/09/12","Informal","6.350",""
"04/09/12","Casas de cambio","4.655",""
"05/09/12","Informal","6.350",""
"05/09/12","Casas de cambio","4.665",""
"06/09/12","Informal","6.340",""
"06/09/12","Casas de cambio","4.670",""
"07/09/12","Informal","6.330",""
"07/09/12","Casas de cambio","4.675",""
"10/09/12","Informal","6.330",""
"10/09/12","Casas de cambio","4.660",""
"11/09/12","Informal","6.300",""
"11/09/12","Casas de cambio","4.660",""
"12/09/12","Informal","6.320",""
"12/09/12","Casas de cambio","4.660",""
"13/09/12","Informal","6.300",""
"13/09/12","Casas de cambio","4.663",""
"14/09/12","Informal","6.310",""
"14/09/12","Casas de cambio","4.670",""
"17/09/12","Informal","6.300",""
"17/09/12","Casas de cambio","4.673",""
"18/09/12","Informal","6.310",""
"18/09/12","Casas de cambio","4.675",""
"19/09/12","Casas de cambio","4.680",""
"19/09/12","Informal","6.310",""
"20/09/12","Informal","6.320",""
"20/09/12","Casas de cambio","4.680",""
"21/09/12","Informal","6.320",""
"21/09/12","Casas de cambio","4.680",""
"25/09/12","Informal","6.320",""
"25/09/12","Casas de cambio","4.680",""
"26/09/12","Informal","6.290",""
"26/09/12","Casas de cambio","4.680",""
"27/09/12","Informal","6.300",""
"27/09/12","Casas de cambio","4.680",""
"28/09/12","Informal","6.300",""
"28/09/12","Casas de cambio","4.680",""
"01/10/12","Informal","6.260",""
"01/10/12","Casas de cambio","4.680",""
"02/10/12","Informal","6.260",""
"02/10/12","Casas de cambio","4.680",""
"03/10/12","Informal","6.250",""
"03/10/12","Casas de cambio","4.680",""
"04/10/12","Informal","6.190",""
"04/10/12","Casas de cambio","4.680",""
"05/10/12","Informal","6.180",""
"05/10/12","Casas de cambio","4.680",""
"09/10/12","Informal","6.200",""
"09/10/12","Casas de cambio","4.680",""
"10/10/12","Informal","6.210",""
"10/10/12","Casas de cambio","4.680",""
"11/10/12","Informal","6.210",""
"11/10/12","Casas de cambio","4.680",""
"12/10/12","Informal","6.200",""
"12/10/12","Casas de cambio","4.680",""
"15/10/12","Informal","6.200",""
"15/10/12","Casas de cambio","4.680",""
"16/10/12","Informal","6.220",""
"16/10/12","Casas de cambio","4.680",""
"17/10/12","Informal","6.330",""
"17/10/12","Casas de cambio","4.680",""
"18/10/12","Informal","6.320",""
"18/10/12","Casas de cambio","4.750",""
"19/10/12","Informal","6.310",""
"19/10/12","Casas de cambio","4.755",""
"22/10/12","Informal","6.280",""
"22/10/12","Casas de cambio","4.755",""
"23/10/12","Informal","6.320",""
"23/10/12","Casas de cambio","4.760",""
"24/10/12","Casas de cambio","4.765",""
"24/10/12","Informal","6.370",""
"25/10/12","Casas de cambio","4.770",""
"25/10/12","Informal","6.370",""
"26/10/12","Casas de cambio","4.770",""
"26/10/12","Informal","6.380",""
"29/10/12","Casas de cambio","4.770",""
"29/10/12","Informal","6.350",""
"30/10/12","Casas de cambio","4.775",""
"30/10/12","Informal","6.360",""
"31/10/12","Casas de cambio","4.775",""
"31/10/12","Informal","6.340",""
"01/11/12","Casas de cambio","4.785",""
"01/11/12","Informal","6.340",""
"02/11/12","Casas de cambio","4.785",""
"02/11/12","Informal","6.330",""
"05/11/12","Casas de cambio","4.790",""
"05/11/12","Informal","6.340",""
"07/11/12","Casas de cambio","4.790",""
"07/11/12","Informal","6.300",""
"08/11/12","Casas de cambio","4.790",""
"08/11/12","Informal","6.330",""
"09/11/12","Casas de cambio","4.795",""
"09/11/12","Informal","6.330",""
"12/11/12","Casas de cambio","4.795",""
"12/11/12","Informal","6.320",""
"13/11/12","Casas de cambio","4.800",""
"13/11/12","Informal","6.320",""
"14/11/12","Casas de cambio","4.805",""
"14/11/12","Informal","6.350",""
"15/11/12","Casas de cambio","4.805",""
"15/11/12","Informal","6.350",""
"16/11/12","Casas de cambio","4.810",""
"16/11/12","Informal","6.400",""
"19/11/12","Casas de cambio","4.810",""
"19/11/12","Informal","6.360",""
"20/11/12","Casas de cambio","4.815",""
"20/11/12","Informal","6.360",""
"21/11/12","Casas de cambio","4.820",""
"21/11/12","Informal","6.380",""
"22/11/12","Casas de cambio","4.835",""
"22/11/12","Informal","6.410",""
"23/11/12","Casas de cambio","4.840",""
"23/11/12","Informal","6.460",""
"27/11/12","Casas de cambio","4.850",""
"27/11/12","Informal","6.450",""
"28/11/12","Casas de cambio","4.850",""
"28/11/12","Informal","6.470",""
"29/11/12","Casas de cambio","4.855",""
"29/11/12","Informal","6.440",""
"30/11/12","Casas de cambio","4.855",""
"30/11/12","Informal","6.440",""
"03/12/12","Casas de cambio","4.855",""
"03/12/12","Informal","6.440",""
"04/12/12","Casas de cambio","4.860",""
"04/12/12","Informal","6.440",""
"05/12/12","Casas de cambio","4.865",""
"05/12/12","Informal","6.440",""
"06/12/12","Casas de cambio","4.870",""
"06/12/12","Informal","6.440",""
"07/12/12","Casas de cambio","4.875",""
"07/12/12","Informal","6.470",""
"10/12/12","Casas de cambio","4.880",""
"10/12/12","Informal","6.450",""
"11/12/12","Casas de cambio","4.880",""
"11/12/12","Informal","6.440",""
"12/12/12","Casas de cambio","4.880",""
"12/12/12","Informal","6.480",""
"13/12/12","Casas de cambio","4.885",""
"13/12/12","Informal","6.520",""
"14/12/12","Casas de cambio","4.885",""
"14/12/12","Informal","6.530",""
"17/12/12","Casas de cambio","4.895",""
"17/12/12","Informal","6.520",""
"18/12/12","Casas de cambio","4.900",""
"18/12/12","Informal","6.530",""
"19/12/12","Casas de cambio","4.900",""
"19/12/12","Informal","6.550",""
"20/12/12","Casas de cambio","4.910",""
"20/12/12","Informal","6.630",""
"21/12/12","Casas de cambio","4.910",""
"21/12/12","Informal","6.610",""
"26/12/12","Casas de cambio","4.925",""
"26/12/12","Informal","6.640",""
"27/12/12","Casas de cambio","4.925",""
"27/12/12","Informal","6.780",""
"28/12/12","Casas de cambio","4.930",""
"28/12/12","Informal","6.800",""
"02/01/13","Casas de cambio","4.935",""
"02/01/13","Informal","6.910",""
"03/01/13","Casas de cambio","4.935",""
"03/01/13","Informal","7.070",""
"04/01/13","Informal","7.070",""
"04/01/13","Casas de cambio","4.935",""
"07/01/13","Informal","7.040",""
"07/01/13","Casas de cambio","4.945",""
"08/01/13","Casas de cambio","4.945",""
"08/01/13","Informal","7.050",""
"09/01/13","Casas de cambio","4.940",""
"09/01/13","Informal","7.070",""
"10/01/13","Casas de cambio","4.955",""
"10/01/13","Informal","7.250",""
"11/01/13","Casas de cambio","4.960",""
"11/01/13","Informal","7.200",""
"14/01/13","Casas de cambio","4.960",""
"14/01/13","Informal","7.200",""
"15/01/13","Casas de cambio","4.960",""
"15/01/13","Informal","7.340",""
"16/01/13","Informal","7.500",""
"16/01/13","Casas de cambio","4.960",""
"17/01/13","Informal","7.540",""
"17/01/13","Casas de cambio","4.960",""
"18/01/13","Informal","7.470",""
"18/01/13","Casas de cambio","4.960",""
"22/01/13","Informal","7.440",""
"22/01/13","Casas de cambio","4.960",""
"23/01/13","Casas de cambio","4.975",""
"23/01/13","Informal","7.520",""
"24/01/13","Casas de cambio","4.970",""
"24/01/13","Informal","7.560",""
"25/01/13","Casas de cambio","4.980",""
"25/01/13","Informal","7.620",""
"27/01/13","Casas de cambio","4.964",""
"27/01/13","Informal","7.660",""
"28/01/13","Casas de cambio","4.980",""
"28/01/13","Informal","7.660",""
"29/01/13","Casas de cambio","4.990",""
"29/01/13","Informal","7.800",""
"30/01/13","Casas de cambio","4.980",""
"30/01/13","Informal","7.930",""
"01/02/13","Casas de cambio","4.990",""
"01/02/13","Informal","7.920",""
"04/02/13","Casas de cambio","4.990",""
"04/02/13","Informal","7.720",""
"05/02/13","Casas de cambio","4.990",""
"05/02/13","Informal","7.580",""
"06/02/13","Casas de cambio","4.990",""
"06/02/13","Informal","7.700",""
"07/02/13","Casas de cambio","4.990",""
"07/02/13","Informal","7.700",""
"08/02/13","Casas de cambio","5.005",""
"08/02/13","Informal","7.670",""
"13/02/13","Casas de cambio","5.000",""
"13/02/13","Informal","7.650",""
"14/02/13","Casas de cambio","5.010",""
"14/02/13","Informal","7.660",""
"15/02/13","Informal","7.710",""
"15/02/13","Casas de cambio","5.010",""
"18/02/13","Casas de cambio","5.025",""
"18/02/13","Informal","7.700",""
"19/02/13","Casas de cambio","5.025",""
"19/02/13","Informal","7.810",""
"21/02/13","Casas de cambio","5.035","5.010"
"21/02/13","Informal","7.830",""
"25/02/13","Informal","7.800","7.780"
"25/02/13","Casas de cambio","5.045","5.005"
"26/02/13","Casas de cambio","5.070","5.010"
"26/02/13","Informal","7.820","7.780"
"27/02/13","Casas de cambio","5.070","5.020"
"27/02/13","Informal","7.820","7.800"
"28/02/13","Casas de cambio","5.070","5.020"
"28/02/13","Informal","7.840","7.820"
"01/03/13","Casas de cambio","5.090","5.040"
"01/03/13","Informal","7.840","7.820"
"04/03/13","Casas de cambio","5.080","5.030"
"04/03/13","Informal","7.830","7.810"
"05/03/13","Casas de cambio","5.090","5.040"
"05/03/13","Informal","7.820","7.800"
"06/03/13","Casas de cambio","5.010","5.065"
"06/03/13","Informal","7.830","7.810"
"07/03/13","Casas de cambio","5.090","5.040"
"07/03/13","Informal","7.820","7.800"
"08/03/13","Casas de cambio","5.070","5.015"
"08/03/13","Informal","7.830","7.810"
"11/03/13","Casas de cambio","5.090","5.040"
"11/03/13","Informal","7.820","7.800"
"12/03/13","Casas de cambio","5.085","5.030"
"12/03/13","Informal","7.840","7.820"
"13/03/13","Casas de cambio","5.085","5.030"
"13/03/13","Informal","7.920","7.900"
"14/03/13","Casas de cambio","5.095","5.040"
"14/03/13","Informal","7.990","7.970"
"15/03/13","Casas de cambio","5.095","5.040"
"15/03/13","Informal","8.050","8.030"
"18/03/13","Casas de cambio","5.105","5.050"
"18/03/13","Informal","8.080","8.060"
"19/03/13","Casas de cambio","5.105","5.050"
"19/03/13","Informal","8.270","8.250"
"20/03/13","Casas de cambio","5.130","5.080"
"20/03/13","Informal","8.750","8.700"
"21/03/13","Casas de cambio","5.110","5.055"
"21/03/13","Informal","8.500","8.400"
"25/03/13","Casas de cambio","5.060","5.150"
"25/03/13","Informal","8.350","8.220"
"26/03/13","Casas de cambio","5.125","5.070"
"26/03/13","Informal","8.300","8.250"
"27/03/13","Casas de cambio","5.130","5.080"
"27/03/13","Informal","8.470","8.380"
"03/04/13","Casas de cambio","5.140","5.100"
"03/04/13","Informal","8.300","8.250"
"04/04/13","Casas de cambio","5.140","5.105"
"04/04/13","Informal","8.320","8.300"
"05/04/13","Casas de cambio","5.14","5.105"
"05/04/13","Informal","8.400","8.370"
"08/04/13","Casas de cambio","5.145","5.105"
"08/04/13","Informal","8.330","8.300"
"09/04/13","Casas de cambio","5.145","5.110"
"09/04/13","Informal","8.370","8.340"
"10/04/13","Casas de cambio","5.150","5.110"
"10/04/13","Informal","8.390","8.370"
"11/04/13","Casas de cambio","5.155","5.115"
"11/04/13","Informal","8.440","8.420"
"12/04/13","Casas de cambio","5.140","5.115"
"12/04/13","Informal","8.430","8.410"
"15/04/13","Casas de cambio","5.160","5.120"
"15/04/13","Informal","8.420","8.400"
"16/04/13","Casas de cambio","5.165","5.130"
"16/04/13","Informal","8.520","8.500"
"17/04/13","Casas de cambio","5.170","5.130"
"17/04/13","Informal","8.700","8.670"
"18/04/13","Casas de cambio","5.170","5.130"
"18/04/13","Informal","8.660","8.630"
"19/04/13","Casas de cambio","5.170","5.130"
"19/04/13","Informal","8.630","8.600"
"22/04/13","Casas de cambio","5.175","5.135"
"22/04/13","Informal","8.670","8.630"
"23/04/13","Casas de cambio","5.175","5.135"
"23/04/13","Informal","8.860","8.820"
"24/04/13","Casas de cambio","5.185","5.145"
"24/04/13","Informal","8.940","8.910"
"25/04/13","Casas de cambio","5.185","5.145"
"25/04/13","Informal","9.200","9.160"
"26/04/13","Casas de cambio","5.185","5.150"
"26/04/13","Informal","9.340","9.300"
"29/04/13","Casas de cambio","5.190","5.150"
"29/04/13","Informal","9.300","9.270"
"30/04/13","Casas de cambio","5.195","5.155"
"30/04/13","Informal","9.400","9.370"
"02/05/13","Casas de cambio","5.200","5.160"
"02/05/13","Informal","9.630","9.600"
"03/05/13","Casas de cambio","5.210","5.170"
"03/05/13","Informal","9.880","9.840"
"06/05/13","Casas de cambio","5.220","5.180"
"06/05/13","Informal","9.870","9.830"
"07/05/13","Casas de cambio","5.220","5.180"
"07/05/13","Informal","10.080","10.040"
"08/05/13","Casas de cambio","5.225","5.185"
"08/05/13","Informal","10.450","10.400"
"09/05/13","Casas de cambio","5.230","5.190"
"09/05/13","Informal","10.030","9.980"
"10/05/13","Casas de cambio","5.240","5.200"
"10/05/13","Informal","10.030","9.980"
"13/05/13","Casas de cambio","5.250","5.210"
"13/05/13","Informal","10.030","9.980"
"14/05/13","Casas de cambio","5.250","5.210"
"14/05/13","Informal","9.200","9.150"
"15/05/13","Casas de cambio","5.250","5.210"
"15/05/13","Informal","9.050","9.000"
"16/05/13","Casas de cambio","5.245","5.190"
"16/05/13","Informal","8.950","8.900"
"17/05/13","Casas de cambio","5.245","5.190"
"17/05/13","Informal","8.950","8.900"
"20/05/13","Casas de cambio","5.250","5.190"
"20/05/13","Informal","8.900","8.860"
"21/05/13","Casas de cambio","5.255","5.200"
"21/05/13","Informal","8.580","8.530"
"22/05/13","Casas de cambio","5.265","5.210"
"22/05/13","Informal","8.430","8.380"
"23/05/13","Casas de cambio","5.270","5.215"
"23/05/13","Informal","8.800","8.750"
"24/05/13","Casas de cambio","5.275","5.220"
"24/05/13","Informal","8.950","8.900"
"27/05/13","Casas de cambio","5.275","5.220"
"27/05/13","Informal","8.920","8.870"
"28/05/13","Casas de cambio","5.280","5.225"
"28/05/13","Informal","8.880","8.830"
"29/05/13","Casas de cambio","5.280","5.225"
"29/05/13","Informal","8.880","8.830"
"30/05/13","Casas de cambio","5.290","5.235"
"30/05/13","Informal","8.870","8.820"
"31/05/13","Casas de cambio","5.290","5.235"
"31/05/13","Informal","8.800","8.750"
"03/06/13","Casas de cambio","5.295","5.240"
"03/06/13","Informal","8.600","8.550"
"04/06/13","Casas de cambio","5.295","5.240"
"04/06/13","Informal","8.500","8.450"
"05/06/13","Casas de cambio","5.300","5.245"
"05/06/13","Informal","8.550","8.500"
"06/06/13","Casas de cambio","5.300","5.245"
"06/06/13","Informal","8.570","8.520"
"07/06/13","Casas de cambio","5.300","5.245"
"07/06/13","Informal","8.570","8.520"
"10/06/13","Casas de cambio","5.315","5.260"
"10/06/13","Informal","8.570","8.520"
"11/06/13","Casas de cambio","5.320","5.265"
"11/06/13","Informal","8.570","8.520"
"12/06/13","Casas de cambio","5.325","5.270"
"12/06/13","Informal","8.570","8.520"
"13/06/13","Casas de cambio","5.335","5.280"
"13/06/13","Informal","8.570","8.520"
"14/06/13","Casas de cambio","5.335","5.280"
"14/06/13","Informal","8.570","8.520"
"17/06/13","Casas de cambio","5.340","5.290"
"17/06/13","Informal","8.570","8.520"
"18/06/13","Casas de cambio","5.350","5.295"
"18/06/13","Informal","8.570","8.520"
"19/06/13","Casas de cambio","5.355","5.300"
"19/06/13","Informal","8.570","8.520"
"24/06/13","Casas de cambio","5.370","5.315"
"24/06/13","Informal","8.050","8.000"
"25/06/13","Casas de cambio","5.370","5.315"
"25/06/13","Informal","8.130","8.080"
"26/06/13","Casas de cambio","5.375","5.320"
"26/06/13","Informal","8.130","8.080"
"27/06/13","Casas de cambio","5.385","5.330"
"27/06/13","Informal","8.130","8.080"
"28/06/13","Casas de cambio","5.390","5.335"
"28/06/13","Informal","8.130","8.080"
"01/07/13","Casas de cambio","5.395","5.340"
"01/07/13","Informal","8.050","8.000"
"02/07/13","Casas de cambio","5.400","5.345"
"02/07/13","Informal","7.930","7.880"
"03/07/13","Casas de cambio","5.400","5.345"
"03/07/13","Informal","7.950","7.900"
"04/07/13","Casas de cambio","5.415","5.360"
"04/07/13","Informal","7.980","7.930"
"05/07/13","Casas de cambio","5.415","5.358"
"05/07/13","Informal","7.960","7.920"
"08/07/13","Casas de cambio","5.415","5.355"
"08/07/13","Informal","7.980","7.793"
"10/07/13","Casas de cambio","5.420","5.360"
"10/07/13","Informal","8.090","8.020"
"11/07/13","Casas de cambio","5.425","5.365"
"11/07/13","Informal","8.200","8.160"
"12/07/13","Casas de cambio","5.430","5.370"
"12/07/13","Informal","8.300","8.250"
"15/07/13","Casas de cambio","5.440","5.380"
"15/07/13","Informal","8.580","8.530"
"16/07/13","Casas de cambio","5.445","5.385"
"16/07/13","Informal","8.750","8.700"
"17/07/13","Casas de cambio","5.445","5.385"
"17/07/13","Informal","8.850","8.800"
"22/07/13","Casas de cambio","5.460","5.410"
"22/07/13","Informal","8.850","8.800"
"23/07/13","Casas de cambio","5.490","5.440"
"23/07/13","Informal","8.660","8.610"
"29/07/13","Casas de cambio","5.500","5.440"
"29/07/13","Informal","8.660","8.610"
"30/07/13","Casas de cambio","5.505","5.445"
"30/07/13","Informal","8.630","8.570"
"31/07/13","Casas de cambio","5.510","5.450"
"31/07/13","Informal","8.640","8.580"
"05/08/13","Casas de cambio","5.520","5.470"
"05/08/13","Informal","8.560","8.510"
"08/08/13","Casas de cambio","5.540","5.490"
"08/08/13","Informal","8.900","8.600"
"09/08/13","Casas de cambio","5.550","5.500"
"09/08/13","Informal","8.820","8.780"
"12/08/13","Casas de cambio","5.560","5.510"
"12/08/13","Informal","8.750","8.700"
"13/08/13","Casas de cambio","5.560","5.520"
"13/08/13","Informal","8.790","8.730"
"14/08/13","Casas de cambio","5.570","5.520"
"14/08/13","Informal","8.940","8.890"
"15/08/13","Casas de cambio","5.580","5.520"
"15/08/13","Informal","8.950","8.900"
"16/08/13","Casas de cambio","5.580","5.520"
"16/08/13","Informal","8.950","8.900"
"20/08/13","Casas de cambio","5.600","5.560"
"20/08/13","Informal","8.970","8.930"
"21/08/13","Casas de cambio","5.610","5.570"
"21/08/13","Informal","9.040","8.980"
"22/08/13","Casas de cambio","5.610","5.570"
"22/08/13","Informal","9.140","9.080"
"23/08/13","Casas de cambio","5.620","5.580"
"23/08/13","Informal","9.200","9.140"
"26/08/13","Casas de cambio","5.640","5.580"
"26/08/13","Informal","9.200","9.140"
"27/08/13","Casas de cambio","5.640","5.580"
"27/08/13","Informal","9.520","9.400"
"28/08/13","Casas de cambio","5.650","5.590"
"28/08/13","Informal","9.500","9.450"
"02/09/13","Casas de cambio","5.680","5.630"
"02/09/13","Informal","9.300","9.450"
"05/09/13","Casas de cambio","5.710","5.680"
"05/09/13","Informal","9.270","9.230"
"06/09/13","Casas de cambio","5.710","5.650"
"06/09/13","Informal","9.300","9.250"
"10/09/13","Casas de cambio","5.710","5.650"
"10/09/13","Informal","9.160","9.110"
"11/09/13","Casas de cambio","5.720","5.680"
"11/09/13","Informal","9.250","9.200"
"12/09/13","Casas de cambio","5.730","5.670"
"12/09/13","Informal","9.260","9.210"
"16/09/13","Casas de cambio","5.740","5.680"
"16/09/13","Informal","9.300","9.250"
"17/09/13","Casas de cambio","5.740","5.680"
"17/09/13","Informal","9.300","9.250"
"18/09/13","Casas de cambio","5.740","5.680"
"18/09/13","Informal","9.330","9.250"
"19/09/13","Casas de cambio","5.760","5.690"
"19/09/13","Informal","9.350","9.270"
"20/09/13","Casas de cambio","5.760","5.710"
"20/09/13","Informal","9.400","9.320"
"23/09/13","Casas de cambio","5.770","5.720"
